sofifa_id,long_name,player_positions,overall,age,height_cm,club_name,nationality_name,pace,shooting,passing,defending,physic,power_shot_power,club_jersey_number,posicion_fija,position_category
243238,Aluísio Chaves Ribeiro Moraes Júnior,ST,78,34,176,Shakhtar Donetsk,Ukraine,79.0,79.0,60.0,27.0,68.0,75,10.0,ST,Forward
243630,Jonathan Christian David,ST,78,21,177,LOSC Lille,Canada,85.0,76.0,71.0,25.0,70.0,75,9.0,ST,Forward
244193,Jovane Eduardo Borges Cabral,"LW, RW",78,23,176,Sporting CP,Cape Verde Islands,86.0,76.0,73.0,38.0,69.0,82,10.0,LW,Forward
245630,Youssouf Fofana,"CM, CDM",78,22,176,AS Monaco,France,71.0,67.0,74.0,74.0,78.0,76,22.0,CDM,Midfielder
246104,Ryan Jiro Gravenberch,"CM, CDM",78,19,190,Ajax,Netherlands,77.0,74.0,77.0,68.0,71.0,77,8.0,CDM,Midfielder
246147,Mason Greenwood,"RM, ST",78,19,181,Manchester United,England,84.0,78.0,73.0,39.0,68.0,83,11.0,RM,Midfielder
248243,Eduardo Camavinga,"CM, CDM",78,18,182,Real Madrid CF,France,72.0,65.0,76.0,75.0,77.0,72,25.0,CDM,Midfielder
252145,Nuno Alexandre Tavares Mendes,"LWB, LB, LM",78,19,176,Paris Saint-Germain,Portugal,85.0,57.0,68.0,74.0,72.0,80,25.0,LB,Defender
173521,Iván Marcano Sierra,CB,77,34,189,FC Porto,Spain,55.0,46.0,60.0,79.0,74.0,65,5.0,CB,Defender
179605,Adel Taarabt,"CM, CAM",77,32,180,SL Benfica,Morocco,68.0,69.0,77.0,65.0,74.0,76,49.0,CM,Midfielder
189068,Bas Leon Dost,ST,77,32,196,Club Brugge KV,Netherlands,45.0,79.0,57.0,50.0,76.0,80,29.0,ST,Forward
193290,Martin Braithwaite Christensen,"ST, LW",77,30,177,FC Barcelona,Denmark,80.0,76.0,72.0,35.0,74.0,77,12.0,ST,Forward
194022,André Gomes Magalhães de Almeida,RB,77,30,186,SL Benfica,Portugal,66.0,63.0,75.0,79.0,75.0,76,34.0,RB,Defender
198118,Josuha Guilavogui,"CDM, CM, CB",77,30,188,VfL Wolfsburg,France,67.0,59.0,65.0,80.0,78.0,78,23.0,CB,Defender
200536,Nico Schulz,"LB, LM, LWB",77,28,181,Borussia Dortmund,Germany,86.0,51.0,72.0,72.0,77.0,65,14.0,LB,Defender
201325,Anton Ciprian Tătărușanu,GK,77,35,198,AC Milan,Romania,,,,,,56,1.0,GK,Goalkeeper
202371,Thomas Meunier,"RB, RM",77,29,191,Borussia Dortmund,Belgium,73.0,74.0,72.0,73.0,80.0,80,24.0,RB,Defender
202562,Jérôme Roussillon,"LB, LM",77,28,175,VfL Wolfsburg,France,88.0,65.0,72.0,73.0,73.0,75,15.0,LB,Defender
204341,Luís Carlos Novo Neto,CB,77,33,185,Sporting CP,Portugal,65.0,37.0,56.0,79.0,73.0,42,13.0,CB,Defender
206652,Sergio Rico González,GK,77,27,196,Paris Saint-Germain,Spain,,,,,,58,16.0,GK,Goalkeeper
207791,Yussuf Yurary Poulsen,ST,77,27,192,RB Leipzig,Denmark,82.0,70.0,67.0,56.0,81.0,73,9.0,ST,Forward
208777,Óliver Torres Muñoz,"CM, LW",77,26,175,Sevilla FC,Spain,63.0,67.0,78.0,63.0,54.0,69,21.0,CM,Midfielder
210617,Samuel Castillejo Azuaga,"RW, RM",77,26,182,AC Milan,Spain,80.0,69.0,74.0,43.0,53.0,76,7.0,RM,Midfielder
211147,Valentino Lazaro,"RM, RB",77,25,180,SL Benfica,Austria,78.0,69.0,75.0,69.0,66.0,69,22.0,RB,Defender
211320,Daniele Rugani,CB,77,26,190,Juventus,Italy,59.0,40.0,55.0,79.0,72.0,61,24.0,CB,Defender
212153,Roberto Gagliardini,"CDM, CM",77,27,188,Inter,Italy,53.0,63.0,71.0,77.0,75.0,76,5.0,CDM,Midfielder
212245,Yannick Gerhardt,CM,77,27,184,VfL Wolfsburg,Germany,64.0,71.0,75.0,72.0,76.0,78,31.0,CM,Midfielder
216497,Maximilian Philipp,"CF, CAM, LM",77,27,183,VfL Wolfsburg,Germany,78.0,79.0,71.0,42.0,61.0,82,17.0,CAM,Midfielder
217196,José Luis Palomino,CB,77,31,188,Atalanta,Argentina,46.0,32.0,55.0,79.0,81.0,48,6.0,CB,Defender
219145,Guillermo Alfonso Maripán Loaysa,CB,77,27,193,AS Monaco,Chile,34.0,41.0,54.0,78.0,80.0,58,3.0,CB,Defender
220085,Gian-Luca Waldschmidt,"CF, ST",77,25,181,VfL Wolfsburg,Germany,74.0,80.0,70.0,29.0,62.0,81,7.0,CF,Forward
221174,Mislav Oršić,"LM, LW, ST",77,28,179,Dinamo Zagreb,Croatia,90.0,82.0,71.0,56.0,62.0,82,99.0,LM,Midfielder
222509,Daniel Ceballos Fernández,"CM, CDM",77,24,179,Real Madrid CF,Spain,60.0,68.0,77.0,66.0,67.0,76,19.0,CDM,Midfielder
225997,Benjamin Verbič,LM,77,27,179,Dynamo Kyiv,Slovenia,82.0,72.0,72.0,45.0,71.0,73,7.0,LM,Midfielder
228302,Alfonso Pedraza Sag,"LB, LM, LWB",77,25,184,Villarreal CF,Spain,78.0,72.0,70.0,73.0,77.0,78,24.0,LB,Defender
229942,Axel Arthur Disasi,CB,77,23,190,AS Monaco,France,52.0,28.0,53.0,77.0,83.0,54,6.0,CB,Defender
230043,Christ-Emmanuel Faitout Maouassa,LB,77,22,170,Club Brugge KV,France,84.0,64.0,71.0,72.0,76.0,80,11.0,LB,Defender
231628,Rafael Mir Vicente,ST,77,24,191,Sevilla FC,Spain,72.0,79.0,64.0,45.0,76.0,82,12.0,ST,Forward
232440,Caio Henrique Oliveira Silva,"LB, LM",77,23,179,AS Monaco,Brazil,72.0,54.0,74.0,73.0,59.0,60,12.0,LB,Defender
232999,Tyler Shaan Adams,"CDM, RWB",77,22,175,RB Leipzig,United States,81.0,48.0,70.0,74.0,75.0,51,14.0,RWB,Defender
234568,Gedson Carvalho Fernandes,CM,77,22,181,SL Benfica,Portugal,79.0,70.0,75.0,71.0,75.0,80,83.0,CM,Midfielder
234678,Joakim Mæhle Pedersen,"RWB, RB, RM",77,24,185,Atalanta,Denmark,89.0,56.0,68.0,66.0,78.0,65,3.0,RB,Defender
234777,Zack Thomas Steffen,GK,77,26,191,Manchester City,United States,,,,,,56,13.0,GK,Goalkeeper
235173,Ibrahim Sangaré,"CDM, CM",77,23,191,PSV,Côte d'Ivoire,66.0,65.0,70.0,77.0,84.0,74,6.0,CDM,Midfielder
235844,Edson Omar Álvarez Velázquez,"CDM, CB",77,23,187,Ajax,Mexico,69.0,53.0,66.0,79.0,84.0,69,4.0,CB,Defender
235945,Marc Roca Junqué,"CDM, CM",77,24,184,FC Bayern München,Spain,50.0,62.0,77.0,70.0,68.0,66,22.0,CDM,Midfielder
236639,Miguel Ângelo da Silva Rocha,"CDM, CM",77,26,186,LOSC Lille,Portugal,55.0,61.0,74.0,71.0,77.0,81,8.0,CDM,Midfielder
236772,Dominik Szoboszlai,"CAM, LM",77,20,186,RB Leipzig,Hungary,79.0,78.0,79.0,34.0,64.0,84,17.0,CAM,Midfielder
238160,Merih Demiral,CB,77,23,190,Atalanta,Turkey,73.0,39.0,47.0,79.0,80.0,60,28.0,CB,Defender
238744,Weston James Earl McKennie,"CM, RM, LM",77,22,183,Juventus,United States,81.0,71.0,74.0,76.0,83.0,74,14.0,CM,Midfielder
238857,Wilson Miguéis Manafá Jancó,"RB, LB",77,26,177,FC Porto,Portugal,87.0,60.0,67.0,70.0,69.0,66,18.0,LB,Defender
238896,Eduardo Gabriel Aquino Cossa,"LW, RW",77,24,175,FC Porto,Brazil,85.0,67.0,68.0,29.0,46.0,52,11.0,LW,Forward
240702,Roman Yaremchuk,ST,77,25,191,SL Benfica,Ukraine,79.0,76.0,70.0,45.0,75.0,77,15.0,ST,Forward
240740,Callum Hudson-Odoi,"RW, LW",77,20,178,Chelsea,England,82.0,67.0,74.0,40.0,59.0,67,20.0,LW,Forward
241096,Sandro Tonali,"CDM, CM",77,21,181,AC Milan,Italy,78.0,65.0,77.0,72.0,76.0,75,8.0,CDM,Midfielder
241721,Rafael Alexandre Conceição Leão,"LW, ST, LM",77,22,188,AC Milan,Portugal,88.0,73.0,68.0,27.0,70.0,78,17.0,LM,Midfielder
244621,Carlos Vinícius Alves Morais,ST,77,26,190,PSV,Brazil,71.0,78.0,60.0,41.0,82.0,84,9.0,ST,Forward
244892,Sofiane Diop,"LM, RM, CF",77,21,175,AS Monaco,France,76.0,70.0,73.0,52.0,53.0,74,37.0,LM,Midfielder
245037,Eric García Martret,CB,77,20,182,FC Barcelona,Spain,65.0,44.0,65.0,79.0,72.0,51,24.0,CB,Defender
245155,Mohammed Kudus,"CAM, CM",77,20,177,Ajax,Ghana,88.0,72.0,70.0,60.0,75.0,77,20.0,CM,Midfielder
245541,Giovanni Alejandro Reyna,"CAM, LM, RM",77,18,185,Borussia Dortmund,United States,77.0,71.0,74.0,36.0,71.0,78,7.0,CAM,Midfielder
246172,Samuel Chimerenka Chukwueze,"RM, RW, CF",77,22,172,Villarreal CF,Nigeria,87.0,73.0,66.0,36.0,62.0,76,11.0,RM,Midfielder
246242,Boulaye Dia,ST,77,24,180,Villarreal CF,Senegal,78.0,77.0,55.0,27.0,75.0,79,16.0,ST,Forward
253163,Ronald Federico Araújo da Silva,CB,77,22,192,FC Barcelona,Uruguay,77.0,36.0,53.0,79.0,76.0,41,4.0,CB,Defender
254796,Chukwunonso Tristan Madueke,"RM, ST",77,19,182,PSV,England,90.0,71.0,68.0,36.0,62.0,73,10.0,RM,Midfielder
2147,Maarten Stekelenburg,GK,76,38,197,Ajax,Netherlands,,,,,,56,1.0,GK,Goalkeeper
162895,Francesc Fàbregas i Soler,"CM, CAM, CDM",76,34,179,AS Monaco,Spain,40.0,67.0,81.0,62.0,55.0,70,4.0,CDM,Midfielder
163264,Tom Heaton,GK,76,35,188,Manchester United,England,,,,,,56,22.0,GK,Goalkeeper
173474,Zlatko Junuzović,"CM, CDM, CAM",76,33,172,FC Red Bull Salzburg,Austria,70.0,73.0,79.0,67.0,69.0,78,16.0,CDM,Midfielder
183569,Jean-Eric Maxim Choupo-Moting,"ST, LW",76,32,191,FC Bayern München,Cameroon,71.0,73.0,68.0,38.0,73.0,78,13.0,ST,Forward
191627,Mats Rits,"CDM, CM",76,27,178,Club Brugge KV,Belgium,67.0,65.0,72.0,72.0,75.0,63,26.0,CDM,Midfielder
199767,Marco van Ginkel,"CM, CDM",76,28,186,PSV,Netherlands,60.0,76.0,76.0,70.0,74.0,78,8.0,CDM,Midfielder
201510,Layvin Kurzawa,LB,76,28,182,Paris Saint-Germain,France,74.0,65.0,72.0,73.0,72.0,69,20.0,LB,Defender
205391,Soualiho Meïté,"CM, CDM",76,27,187,SL Benfica,France,66.0,59.0,73.0,71.0,79.0,74,11.0,CDM,Midfielder
205566,Alberto Moreno Pérez,"LB, LM",76,28,171,Villarreal CF,Spain,82.0,66.0,68.0,69.0,69.0,80,18.0,LB,Defender
206003,Yvon Landry Mvogo Nganoma,GK,76,27,189,PSV,Switzerland,,,,,,56,38.0,GK,Goalkeeper
206058,Mattia De Sciglio,"RB, LB",76,28,182,Juventus,Italy,68.0,46.0,70.0,75.0,69.0,67,2.0,LB,Defender
208001,Paulo Otávio Rosa da Silva,"LB, LM",76,26,174,VfL Wolfsburg,Brazil,91.0,55.0,67.0,70.0,59.0,66,6.0,LB,Defender
208141,Gabriel Appelt Pires,"CM, CDM",76,27,187,SL Benfica,Brazil,59.0,72.0,74.0,75.0,80.0,82,8.0,CDM,Midfielder
211368,Armindo Tué Na Bangna,"LM, RM",76,26,173,PSV,Portugal,89.0,71.0,69.0,32.0,61.0,75,19.0,LM,Midfielder
212204,Brandon Mechele,CB,76,28,190,Club Brugge KV,Belgium,62.0,38.0,50.0,80.0,76.0,56,44.0,CB,Defender
212678,Hans Carl Ludwig Augustinsson,"LB, LM",76,27,181,Sevilla FC,Sweden,67.0,60.0,75.0,72.0,71.0,69,3.0,LB,Defender
213135,Divock Okoth Origi,"ST, LW",76,26,189,Liverpool,Belgium,79.0,75.0,67.0,27.0,74.0,80,27.0,ST,Forward
215455,Bruno Petković,"ST, CAM",76,26,193,Dinamo Zagreb,Croatia,75.0,72.0,75.0,39.0,77.0,82,21.0,CAM,Midfielder
216065,Marco Sportiello,GK,76,29,192,Atalanta,Italy,,,,,,51,57.0,GK,Goalkeeper
216350,Arijan Ademi,"CDM, CM",76,30,185,Dinamo Zagreb,North Macedonia,66.0,64.0,65.0,75.0,83.0,69,5.0,CDM,Midfielder
219244,David von Ballmoos,GK,76,26,192,BSC Young Boys,Switzerland,,,,,,56,26.0,GK,Goalkeeper
223329,Andrea Conti,"RB, RM",76,27,184,AC Milan,Italy,75.0,58.0,69.0,73.0,64.0,68,14.0,RB,Defender
225863,Olivier Maxime Boscagli,"CB, LB, CDM",76,23,181,PSV,France,74.0,33.0,73.0,77.0,74.0,39,18.0,CB,Defender
226229,Jan Thilo Kehrer,"CB, RB",76,24,186,Paris Saint-Germain,Germany,68.0,44.0,65.0,77.0,78.0,65,24.0,CB,Defender
226268,Federico Dimarco,"LWB, LB, CB",76,23,175,Inter,Italy,75.0,61.0,75.0,70.0,62.0,65,32.0,CB,Defender
228579,Benjamin Henrichs,"RB, LB, RM",76,24,183,RB Leipzig,Germany,74.0,53.0,71.0,73.0,69.0,62,39.0,LB,Defender
228747,Oussama Idrissi,LW,76,25,175,Sevilla FC,Morocco,83.0,76.0,70.0,35.0,69.0,81,22.0,LW,Forward
231390,Diogo António Cupido Gonçalves,"RM, RWB",76,24,178,SL Benfica,Portugal,85.0,72.0,70.0,68.0,72.0,77,17.0,RWB,Defender
231416,Dodi Lukébakio,"RM, ST",76,23,187,VfL Wolfsburg,Belgium,84.0,75.0,69.0,31.0,60.0,83,28.0,RM,Midfielder
232381,Wesley Moraes Ferreira da Silva,ST,76,24,191,Club Brugge KV,Brazil,66.0,76.0,67.0,38.0,82.0,84,7.0,ST,Forward
232639,堂安 律,"RM, CAM",76,23,172,PSV,Japan,79.0,70.0,72.0,39.0,57.0,76,25.0,CAM,Midfielder
234574,José Diogo Dalot Teixeira,"RB, LB",76,22,184,Manchester United,Portugal,79.0,60.0,70.0,72.0,75.0,78,20.0,LB,Defender
234826,Antonio Martínez López,ST,76,24,187,FC Porto,Spain,72.0,77.0,58.0,24.0,75.0,80,29.0,ST,Forward
236276,Arnaut Danjuma Groeneveld,"LW, LM, ST",76,24,178,Villarreal CF,Netherlands,83.0,73.0,70.0,42.0,67.0,79,15.0,LM,Midfielder
238227,Krépin Diatta,RM,76,22,175,AS Monaco,Senegal,93.0,69.0,66.0,47.0,69.0,73,27.0,RM,Midfielder
239956,Myron Boadu,ST,76,20,183,AS Monaco,Netherlands,89.0,75.0,61.0,28.0,66.0,77,9.0,ST,Forward
241497,Colin Dagba,RB,76,22,170,Paris Saint-Germain,France,82.0,53.0,70.0,72.0,61.0,68,17.0,RB,Defender
242578,Benoît Badiashile Mukinayi,CB,76,20,194,AS Monaco,France,62.0,39.0,63.0,77.0,76.0,70,5.0,CB,Defender
242663,Sebastiaan Bornauw,CB,76,22,191,VfL Wolfsburg,Belgium,72.0,45.0,60.0,78.0,76.0,61,3.0,CB,Defender
242664,Alexis Saelemaekers,"RW, RM",76,22,180,AC Milan,Belgium,81.0,66.0,74.0,62.0,68.0,62,56.0,RM,Midfielder
242816,Ricard Puig Martí,CM,76,21,169,FC Barcelona,Spain,67.0,61.0,75.0,58.0,63.0,60,6.0,CM,Midfielder
244373,Vitaliy Buyalskyi,"CM, CAM",76,28,175,Dynamo Kyiv,Ukraine,75.0,69.0,72.0,70.0,56.0,66,29.0,CM,Midfielder
244374,Mykola Shaparenko,"CM, CAM",76,22,177,Dynamo Kyiv,Ukraine,77.0,71.0,76.0,64.0,58.0,69,10.0,CM,Midfielder
244380,Vitaliy Mykolenko,LB,76,22,180,Dynamo Kyiv,Ukraine,78.0,44.0,62.0,73.0,63.0,47,16.0,LB,Defender
244960,Bruno Xavier Almeida Costa,CM,76,24,174,FC Porto,Portugal,67.0,73.0,75.0,64.0,63.0,74,28.0,CM,Midfielder
246791,Manor Solomon,"RM, LM, CAM",76,21,170,Shakhtar Donetsk,Israel,81.0,70.0,72.0,37.0,60.0,75,19.0,CAM,Midfielder
247641,Mateus Cardoso Lemos Martins,RM,76,21,175,Shakhtar Donetsk,Brazil,83.0,70.0,72.0,39.0,59.0,74,14.0,RM,Midfielder
251528,Zaidu Sanusi,LB,76,24,182,FC Porto,Nigeria,93.0,36.0,57.0,72.0,72.0,49,12.0,LB,Defender
251804,Sergiño Gianni Dest,"RB, RM",76,20,175,FC Barcelona,United States,87.0,59.0,72.0,67.0,66.0,65,2.0,RB,Defender
253004,Anssumane Fati,LW,76,18,178,FC Barcelona,Spain,88.0,74.0,68.0,29.0,53.0,68,10.0,LW,Forward
253072,Darwin Gabriel Núñez Ribeiro,ST,76,22,187,SL Benfica,Uruguay,84.0,75.0,69.0,40.0,84.0,83,9.0,ST,Forward
253124,Matheus Luiz Nunes,CM,76,22,183,Sporting CP,Brazil,73.0,70.0,70.0,67.0,73.0,73,8.0,CM,Midfielder
257179,Gonçalo Bernardo Inácio,CB,76,19,186,Sporting CP,Portugal,79.0,30.0,60.0,77.0,74.0,44,25.0,CB,Defender
142902,Andriy Pyatov,GK,75,37,190,Shakhtar Donetsk,Ukraine,,,,,,59,30.0,GK,Goalkeeper
162328,Remko Pasveer,GK,75,37,188,Ajax,Netherlands,,,,,,64,32.0,GK,Goalkeeper
177019,Fabian Lustenberger,"CB, CDM",75,33,182,BSC Young Boys,Switzerland,46.0,37.0,60.0,77.0,73.0,47,28.0,CB,Defender
186569,Sven Ulreich,GK,75,32,192,FC Bayern München,Germany,,,,,,47,26.0,GK,Goalkeeper
193158,David Petrus Wenceslaus Henri Pröpper,"CM, CDM",75,29,185,PSV,Netherlands,54.0,70.0,76.0,66.0,72.0,80,14.0,CDM,Midfielder
198640,Zakaria Labyad,"CAM, CF",75,28,175,Ajax,Morocco,72.0,75.0,76.0,36.0,54.0,83,19.0,CAM,Midfielder
199792,Anders Christiansen,"CM, CAM",75,31,175,Malmö FF,Denmark,75.0,72.0,73.0,65.0,73.0,73,10.0,CM,Midfielder
203775,Loris Karius,GK,75,28,189,Liverpool,Germany,,,,,,56,22.0,GK,Goalkeeper
204472,Bouna Sarr,"RB, RM",75,29,177,FC Bayern München,France,73.0,70.0,73.0,68.0,72.0,78,20.0,RB,Defender
205965,Stefan Ristovski,"RB, RWB, RM",75,29,180,Dinamo Zagreb,North Macedonia,80.0,61.0,67.0,71.0,78.0,68,13.0,RB,Defender
210136,Tomasz Karol Kędziora,RB,75,27,183,Dynamo Kyiv,Poland,77.0,46.0,67.0,73.0,74.0,56,94.0,RB,Defender
211382,Ibrahim Amadou,"CDM, CB, CM",75,28,183,Sevilla FC,France,64.0,55.0,65.0,73.0,80.0,75,27.0,CB,Defender
213666,Ruben Loftus-Cheek,"RM, CAM",75,25,191,Chelsea,England,65.0,67.0,73.0,59.0,75.0,76,12.0,CAM,Midfielder
213899,Éder Fabián Álvarez Balanta,"CDM, CM, CB",75,28,181,Club Brugge KV,Colombia,66.0,43.0,61.0,75.0,82.0,65,3.0,CB,Defender
213917,Fábio Rafael Rodrigues Cardoso,CB,75,27,187,FC Porto,Portugal,61.0,32.0,52.0,75.0,79.0,60,2.0,CB,Defender
213928,Eduard Sobol,"LB, LM",75,26,186,Club Brugge KV,Ukraine,79.0,64.0,68.0,71.0,73.0,77,2.0,LB,Defender
216466,Wendell Nascimento Borges,"LB, CB",75,27,176,FC Porto,Brazil,79.0,49.0,70.0,70.0,70.0,60,22.0,CB,Defender
220948,Serhiy Sydorchuk,"CDM, CM",75,30,189,Dynamo Kyiv,Ukraine,66.0,68.0,67.0,72.0,72.0,78,5.0,CDM,Midfielder
221639,Mariano Díaz Mejía,ST,75,27,180,Real Madrid CF,Dominican Republic,76.0,78.0,61.0,45.0,78.0,84,24.0,ST,Forward
223885,Alexander Nübel,GK,75,24,193,AS Monaco,Germany,,,,,,53,16.0,GK,Goalkeeper
224425,Marius Wolf,"RM, RB, RWB",75,26,188,Borussia Dortmund,Germany,84.0,70.0,70.0,67.0,76.0,75,39.0,RB,Defender
225161,Jesús Vallejo Lázaro,CB,75,24,184,Real Madrid CF,Spain,68.0,42.0,57.0,76.0,68.0,49,5.0,CB,Defender
226627,南野 拓実,"RW, ST, LM",75,26,174,Liverpool,Japan,79.0,73.0,69.0,36.0,63.0,71,18.0,LM,Midfielder
228279,Joël Drommel,GK,75,24,193,PSV,Netherlands,,,,,,58,16.0,GK,Goalkeeper
229453,Gil Bastião Dias,"LM, LWB",75,24,183,SL Benfica,Portugal,76.0,66.0,70.0,64.0,69.0,73,31.0,LWB,Defender
229758,Rade Krunić,"CM, CAM",75,27,184,AC Milan,Bosnia and Herzegovina,67.0,72.0,74.0,68.0,70.0,76,33.0,CM,Midfielder
230625,Matheus Reis de Lima,LB,75,26,183,Sporting CP,Brazil,70.0,52.0,65.0,71.0,78.0,59,2.0,LB,Defender
232099,Marko Grujić,"CM, CDM",75,25,191,FC Porto,Serbia,61.0,71.0,71.0,72.0,77.0,76,16.0,CDM,Midfielder
233301,Rasmus Nissen Kristensen,"RB, RWB, RM",75,23,187,FC Red Bull Salzburg,Denmark,77.0,59.0,68.0,70.0,82.0,73,43.0,RB,Defender
234102,Ionuț Andrei Radu,GK,75,24,188,Inter,Romania,,,,,,54,97.0,GK,Goalkeeper
234913,Christian Fassnacht,"RM, LM, CAM",75,27,185,BSC Young Boys,Switzerland,82.0,70.0,69.0,37.0,71.0,68,16.0,CAM,Midfielder
235172,Rúben Gonçalo Silva Nascimento Vinagre,"LWB, LB",75,22,174,Sporting CP,Portugal,86.0,55.0,71.0,65.0,63.0,64,16.0,LB,Defender
236898,Michel Aebischer,"CM, CDM",75,24,183,BSC Young Boys,Switzerland,72.0,65.0,75.0,65.0,75.0,68,20.0,CDM,Midfielder
237221,Juan Marcos Foyth,"CB, RB, CDM",75,23,187,Villarreal CF,Argentina,66.0,45.0,67.0,76.0,73.0,56,8.0,CB,Defender
238370,Marin Pongračić,CB,75,23,190,Borussia Dortmund,Croatia,72.0,26.0,51.0,74.0,78.0,40,34.0,CB,Defender
238858,Bruno Vinícius Souza Ramos,"RW, LW",75,24,175,Sporting CP,Brazil,79.0,67.0,71.0,46.0,61.0,73,7.0,LW,Forward
239335,Óscar Rodríguez Arnaiz,"CAM, CM, RM",75,23,174,Sevilla FC,Spain,63.0,74.0,74.0,49.0,55.0,72,14.0,CM,Midfielder
242236,Francisco Reis Ferreira,CB,75,24,191,SL Benfica,Portugal,52.0,43.0,54.0,76.0,75.0,81,97.0,CB,Defender
243656,Nemanja Radonjić,"LM, RM",75,25,185,SL Benfica,Serbia,88.0,71.0,71.0,30.0,58.0,77,23.0,LM,Midfielder
243854,Mohamed Simakan,"CB, RB",75,21,187,RB Leipzig,France,68.0,36.0,62.0,76.0,77.0,61,2.0,CB,Defender
244385,Georgiy Bushchan,GK,75,27,196,Dynamo Kyiv,Ukraine,,,,,,60,1.0,GK,Goalkeeper
251470,Charles De Ketelaere,"LW, CAM, ST",75,20,192,Club Brugge KV,Belgium,72.0,72.0,75.0,62.0,71.0,72,90.0,CAM,Midfielder
251517,Joško Gvardiol,"CB, LB",75,19,185,RB Leipzig,Croatia,83.0,54.0,67.0,71.0,83.0,76,32.0,CB,Defender
251805,Jurriën David Norman Timber,"CB, RB",75,20,179,Ajax,Netherlands,83.0,44.0,64.0,75.0,79.0,58,2.0,CB,Defender
252000,Domagoj Bradarić,LB,75,21,178,LOSC Lille,Croatia,79.0,55.0,68.0,70.0,68.0,59,29.0,LB,Defender
252143,Daniel Santos Bragança,CM,75,22,169,Sporting CP,Portugal,80.0,66.0,75.0,64.0,52.0,66,68.0,CM,Midfielder
252931,Luka Ivanušec,"CAM, RM, LM",75,22,175,Dinamo Zagreb,Croatia,81.0,71.0,71.0,56.0,71.0,77,7.0,CAM,Midfielder
255472,Pedro Victor Delmino da Silva,RM,75,23,172,Shakhtar Donetsk,Brazil,82.0,68.0,71.0,34.0,55.0,74,38.0,RM,Midfielder
256790,Jamal Musiala,"CAM, LM",75,18,180,FC Bayern München,Germany,76.0,70.0,67.0,31.0,49.0,68,42.0,CAM,Midfielder
259694,Óscar Mingueza García,"CB, RB",75,22,184,FC Barcelona,Spain,78.0,35.0,66.0,75.0,75.0,61,22.0,CB,Defender
169324,Andreas Ulmer,"LB, LWB, LM",74,35,175,FC Red Bull Salzburg,Austria,70.0,63.0,70.0,70.0,70.0,74,17.0,LB,Defender
182168,Andrea Ranocchia,CB,74,33,195,Inter,Italy,36.0,32.0,57.0,78.0,66.0,59,13.0,CB,Defender
188770,Admir Mehmedi,"CF, LM, CAM",74,30,183,VfL Wolfsburg,Switzerland,68.0,74.0,70.0,43.0,66.0,77,14.0,CAM,Midfielder
194911,Adrián San Miguel del Castillo,GK,74,34,190,Liverpool,Spain,,,,,,51,13.0,GK,Goalkeeper
194957,Phil Jones,CB,74,29,185,Manchester United,England,51.0,50.0,60.0,75.0,67.0,68,4.0,CB,Defender
198513,Cláudio Pires de Morais Ramos,GK,74,29,183,FC Porto,Portugal,,,,,,48,14.0,GK,Goalkeeper
199909,Pavao Pervan,GK,74,33,194,VfL Wolfsburg,Austria,,,,,,52,12.0,GK,Goalkeeper
200641,Yevhen Konoplyanka,"LM, LW",74,31,178,Shakhtar Donetsk,Ukraine,75.0,72.0,68.0,32.0,66.0,75,70.0,LM,Midfielder
205193,Karim Rekik,"CB, LB",74,26,186,Sevilla FC,Netherlands,67.0,39.0,58.0,73.0,76.0,60,4.0,CB,Defender
206414,Sergiy Kryvtsov,CB,74,30,186,Shakhtar Donetsk,Ukraine,65.0,44.0,51.0,74.0,78.0,65,4.0,CB,Defender
210007,André Ramalho Silva,CB,74,29,182,PSV,Brazil,48.0,60.0,66.0,75.0,77.0,76,5.0,CB,Defender
211567,Gilberto Moraes Júnior,"RB, RM",74,28,181,SL Benfica,Brazil,78.0,55.0,68.0,71.0,74.0,62,2.0,RB,Defender
219814,Sean Desmond Klaiber,RB,74,26,184,Ajax,Suriname,80.0,64.0,70.0,70.0,81.0,82,5.0,RB,Defender
220763,Ryan Jared Thomas,"CM, CAM, CDM",74,26,174,PSV,New Zealand,72.0,66.0,73.0,61.0,68.0,70,30.0,CDM,Midfielder
226085,Leonardo César Jardim,GK,74,26,188,LOSC Lille,Brazil,,,,,,51,30.0,GK,Goalkeeper
230084,Lukas Nmecha,ST,74,22,185,VfL Wolfsburg,Germany,82.0,73.0,64.0,39.0,78.0,76,10.0,ST,Forward
231012,Carlos María de Pena Bonino,LM,74,29,177,Dynamo Kyiv,Uruguay,75.0,69.0,74.0,29.0,52.0,76,14.0,LM,Midfielder
231108,Silvan Hefti,"RB, CB",74,23,183,BSC Young Boys,Switzerland,75.0,49.0,64.0,70.0,80.0,70,36.0,CB,Defender
231361,Joris Gnagnon,CB,74,24,182,Sevilla FC,France,50.0,39.0,56.0,74.0,79.0,67,26.0,CB,Defender
231838,Maximilian Wöber,"CB, LB",74,23,189,FC Red Bull Salzburg,Austria,72.0,45.0,63.0,73.0,80.0,67,39.0,CB,Defender
232223,Konstantinos Tsimikas,"LB, LWB",74,25,179,Liverpool,Greece,83.0,57.0,69.0,69.0,74.0,69,21.0,LB,Defender
235026,Omar Tyrell Crawford Richards,"LB, LWB",74,23,174,FC Bayern München,England,81.0,46.0,60.0,69.0,63.0,43,3.0,LB,Defender
