,sofifa_id,player_url,long_name,player_positions,overall,age,height_cm,weight_kg,club_name,club_jersey_number,nationality_name,pace,shooting,passing,dribbling,defending,physic,power_shot_power,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,player_face_url,club_logo_url,nation_logo_url,nation_flag_url,position_category
481,230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/220002,Gabriel Fernando de Jesus,ST,83,24,175,73,Manchester City,9.0,Brazil,84.0,81.0,72.0,86.0,39.0,73.0,82,13,8,6,6,15,,https://cdn.sofifa.net/players/230/666/22_120.png,https://cdn.sofifa.net/teams/10/60.png,,https://cdn.sofifa.net/flags/br.png,Forward
482,230658,https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/220002,Arthur Henrique Ramos de Oliveira Melo,CM,83,24,171,73,Juventus,5.0,Brazil,69.0,67.0,83.0,88.0,72.0,70.0,76,6,13,13,11,12,,https://cdn.sofifa.net/players/230/658/22_120.png,https://cdn.sofifa.net/teams/45/60.png,,https://cdn.sofifa.net/flags/br.png,Midfielder
483,230625,https://sofifa.com/player/230625/matheus-reis-de-lima/220002,Matheus Reis de Lima,LB,75,26,183,80,Sporting CP,2.0,Brazil,70.0,52.0,65.0,73.0,71.0,78.0,59,6,14,10,7,14,,https://cdn.sofifa.net/players/230/625/22_120.png,https://cdn.sofifa.net/teams/237/60.png,,https://cdn.sofifa.net/flags/br.png,Defender
484,230621,https://sofifa.com/player/230621/gianluigi-donnarumma/220002,Gianluigi Donnarumma,GK,89,22,196,90,Paris Saint-Germain,50.0,Italy,,,,,,,59,91,83,79,85,90,52.0,https://cdn.sofifa.net/players/230/621/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png,Goalkeeper
485,230084,https://sofifa.com/player/230084/lukas-nmecha/220002,Lukas Nmecha,ST,74,22,185,80,VfL Wolfsburg,10.0,Germany,82.0,73.0,64.0,75.0,39.0,78.0,76,9,11,11,8,6,,https://cdn.sofifa.net/players/230/084/22_120.png,https://cdn.sofifa.net/teams/175/60.png,,https://cdn.sofifa.net/flags/de.png,Forward
486,230043,https://sofifa.com/player/230043/faitout-maouassa/220002,Christ-Emmanuel Faitout Maouassa,LB,77,22,170,73,Club Brugge KV,11.0,France,84.0,64.0,71.0,75.0,72.0,76.0,80,14,8,5,6,9,,https://cdn.sofifa.net/players/230/043/22_120.png,https://cdn.sofifa.net/teams/231/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
487,229984,https://sofifa.com/player/229984/ben-chilwell/220002,Ben Chilwell,"LWB, LB",82,24,178,77,Chelsea,21.0,England,76.0,53.0,77.0,78.0,78.0,75.0,72,10,7,14,7,10,,https://cdn.sofifa.net/players/229/984/22_120.png,https://cdn.sofifa.net/teams/5/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Defender
488,229942,https://sofifa.com/player/229942/axel-disasi/220002,Axel Arthur Disasi,CB,77,23,190,86,AS Monaco,6.0,France,52.0,28.0,53.0,57.0,77.0,83.0,54,12,8,11,8,6,,https://cdn.sofifa.net/players/229/942/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
489,229900,https://sofifa.com/player/229900/sandro-lauper/220002,Sandro Mike Lauper,"CM, CB, CDM",70,24,186,73,BSC Young Boys,30.0,Switzerland,73.0,63.0,65.0,69.0,70.0,73.0,66,14,7,13,6,11,,https://cdn.sofifa.net/players/229/900/22_120.png,https://cdn.sofifa.net/teams/900/60.png,,https://cdn.sofifa.net/flags/ch.png,Defender
490,229880,https://sofifa.com/player/229880/aaron-wan-bissaka/220002,Aaron Wan-Bissaka,RB,83,23,183,72,Manchester United,29.0,England,85.0,52.0,69.0,79.0,81.0,75.0,70,9,8,6,8,8,,https://cdn.sofifa.net/players/229/880/22_120.png,https://cdn.sofifa.net/teams/11/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Defender
491,229857,https://sofifa.com/player/229857/stefano-sensi/220002,Stefano Sensi,"CM, CDM",80,25,168,62,Inter,12.0,Italy,67.0,60.0,83.0,83.0,67.0,59.0,69,10,6,8,11,13,,https://cdn.sofifa.net/players/229/857/22_120.png,https://cdn.sofifa.net/teams/44/60.png,,https://cdn.sofifa.net/flags/it.png,Midfielder
492,229758,https://sofifa.com/player/229758/rade-krunic/220002,Rade Krunić,"CM, CAM",75,27,184,74,AC Milan,33.0,Bosnia and Herzegovina,67.0,72.0,74.0,75.0,68.0,70.0,76,14,9,12,10,14,,https://cdn.sofifa.net/players/229/758/22_120.png,https://cdn.sofifa.net/teams/47/60.png,,https://cdn.sofifa.net/flags/ba.png,Midfielder
493,229683,https://sofifa.com/player/229683/rodrigo-cunha-pereira-de-pinho/220002,Rodrigo Cunha Pereira de Pinho,ST,73,30,185,78,SL Benfica,18.0,Brazil,65.0,77.0,60.0,73.0,25.0,61.0,76,11,10,12,11,13,,https://cdn.sofifa.net/players/229/683/22_120.png,https://cdn.sofifa.net/teams/234/60.png,,https://cdn.sofifa.net/flags/br.png,Forward
494,229668,https://sofifa.com/player/229668/mario-hermoso-canseco/220002,Mario Hermoso Canseco,"CB, LB",82,26,185,76,Atlético de Madrid,22.0,Spain,75.0,49.0,72.0,71.0,83.0,80.0,65,13,8,10,5,8,,https://cdn.sofifa.net/players/229/668/22_120.png,https://cdn.sofifa.net/teams/240/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
495,229558,https://sofifa.com/player/229558/dayot-upamecano/220002,Dayotchanculle Oswald Upamecano,CB,82,22,186,90,FC Bayern München,2.0,France,81.0,43.0,62.0,68.0,81.0,81.0,60,6,7,8,15,9,,https://cdn.sofifa.net/players/229/558/22_120.png,https://cdn.sofifa.net/teams/21/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
496,229528,https://sofifa.com/player/229528/mykola-matvienko/220002,Mykola Matvienko,"CB, LB",73,25,181,76,Shakhtar Donetsk,22.0,Ukraine,74.0,43.0,62.0,63.0,74.0,74.0,73,10,10,5,9,11,,https://cdn.sofifa.net/players/229/528/22_120.png,https://cdn.sofifa.net/teams/101059/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Defender
497,229453,https://sofifa.com/player/229453/gil-bastiao-dias/220002,Gil Bastião Dias,"LM, LWB",75,24,183,78,SL Benfica,31.0,Portugal,76.0,66.0,70.0,77.0,64.0,69.0,73,5,6,14,7,13,,https://cdn.sofifa.net/players/229/453/22_120.png,https://cdn.sofifa.net/teams/234/60.png,,https://cdn.sofifa.net/flags/pt.png,Defender
498,229391,https://sofifa.com/player/229391/joao-maria-palhinha-goncalves/220002,João Maria Lobo Alves Palhinha Gonçalves,"CDM, CM",82,25,190,82,Sporting CP,6.0,Portugal,60.0,65.0,70.0,72.0,85.0,88.0,76,14,10,8,7,7,,https://cdn.sofifa.net/players/229/391/22_120.png,https://cdn.sofifa.net/teams/237/60.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png,Midfielder
499,229337,https://sofifa.com/player/229337/matheus-pereira-da-silva/220002,Matheus Pereira da Silva,"CAM, RM",68,23,181,68,FC Barcelona,47.0,Brazil,69.0,60.0,65.0,74.0,35.0,58.0,58,9,13,7,9,10,,https://cdn.sofifa.net/players/229/337/22_120.png,https://cdn.sofifa.net/teams/241/60.png,,https://cdn.sofifa.net/flags/br.png,Midfielder
500,229237,https://sofifa.com/player/229237/manuel-akanji/220002,Manuel Obafemi Akanji,CB,80,25,187,91,Borussia Dortmund,16.0,Switzerland,81.0,48.0,67.0,74.0,81.0,77.0,75,10,9,13,6,9,,https://cdn.sofifa.net/players/229/237/22_120.png,https://cdn.sofifa.net/teams/22/60.png,,https://cdn.sofifa.net/flags/ch.png,Defender
501,229221,https://sofifa.com/player/229221/william-de-asevedo-furtado/220002,William de Asevedo Furtado,"RB, RM",73,26,171,67,VfL Wolfsburg,2.0,Brazil,72.0,50.0,68.0,75.0,70.0,68.0,76,7,10,8,7,7,,https://cdn.sofifa.net/players/229/221/22_120.png,https://cdn.sofifa.net/teams/175/60.png,,https://cdn.sofifa.net/flags/br.png,Defender
502,228941,https://sofifa.com/player/228941/andre-miguel-valente-da-silva/220002,André Miguel Valente da Silva,ST,84,25,185,84,RB Leipzig,33.0,Portugal,74.0,84.0,69.0,83.0,45.0,77.0,83,14,13,7,11,8,,https://cdn.sofifa.net/players/228/941/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png,Forward
503,228881,https://sofifa.com/player/228881/davide-calabria/220002,Davide Calabria,RB,78,24,177,70,AC Milan,2.0,Italy,77.0,50.0,67.0,73.0,76.0,72.0,62,8,14,15,12,7,,https://cdn.sofifa.net/players/228/881/22_120.png,https://cdn.sofifa.net/teams/47/60.png,,https://cdn.sofifa.net/flags/it.png,Defender
504,228869,https://sofifa.com/player/228869/sergio-camus-perojo/220002,Sergio Camus Perojo,"RB, CB",65,24,176,73,Atlético de Madrid,38.0,Spain,72.0,47.0,56.0,60.0,62.0,66.0,61,8,13,6,15,14,,https://cdn.sofifa.net/players/228/869/22_120.png,https://cdn.sofifa.net/teams/240/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
505,228747,https://sofifa.com/player/228747/oussama-idrissi/220002,Oussama Idrissi,LW,76,25,175,78,Sevilla FC,22.0,Morocco,83.0,76.0,70.0,80.0,35.0,69.0,81,15,16,8,10,16,,https://cdn.sofifa.net/players/228/747/22_120.png,https://cdn.sofifa.net/teams/481/60.png,,https://cdn.sofifa.net/flags/ma.png,Forward
506,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,Frenkie de Jong,"CM, CDM, CB",87,24,180,74,FC Barcelona,21.0,Netherlands,81.0,69.0,85.0,88.0,77.0,78.0,68,7,13,10,10,9,,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png,Defender
507,228618,https://sofifa.com/player/228618/ferland-mendy/220002,Ferland Mendy,LB,83,26,180,73,Real Madrid CF,23.0,France,92.0,64.0,76.0,79.0,78.0,84.0,69,7,16,9,10,9,,https://cdn.sofifa.net/players/228/618/22_120.png,https://cdn.sofifa.net/teams/243/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
508,228593,https://sofifa.com/player/228593/vincent-sierro/220002,Vincent Olivier Sierro,CM,68,25,187,79,BSC Young Boys,8.0,Switzerland,64.0,59.0,65.0,65.0,58.0,71.0,66,12,8,9,15,11,,https://cdn.sofifa.net/players/228/593/22_120.png,https://cdn.sofifa.net/teams/900/60.png,,https://cdn.sofifa.net/flags/ch.png,Midfielder
509,228579,https://sofifa.com/player/228579/benjamin-henrichs/220002,Benjamin Henrichs,"RB, LB, RM",76,24,183,79,RB Leipzig,39.0,Germany,74.0,53.0,71.0,75.0,73.0,69.0,62,8,9,13,12,14,,https://cdn.sofifa.net/players/228/579/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,,https://cdn.sofifa.net/flags/de.png,Defender
510,228302,https://sofifa.com/player/228302/alfonso-pedraza-sag/220002,Alfonso Pedraza Sag,"LB, LM, LWB",77,25,184,73,Villarreal CF,24.0,Spain,78.0,72.0,70.0,75.0,73.0,77.0,78,12,6,14,7,12,,https://cdn.sofifa.net/players/228/302/22_120.png,https://cdn.sofifa.net/teams/483/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
511,228279,https://sofifa.com/player/228279/joel-drommel/220002,Joël Drommel,GK,75,24,193,90,PSV,16.0,Netherlands,,,,,,,58,75,73,77,74,77,51.0,https://cdn.sofifa.net/players/228/279/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png,Goalkeeper
512,228080,https://sofifa.com/player/228080/felix-passlack/220002,Felix Passlack,"RM, RB",70,23,170,74,Borussia Dortmund,30.0,Germany,71.0,60.0,67.0,71.0,65.0,75.0,70,10,11,10,16,9,,https://cdn.sofifa.net/players/228/080/22_120.png,https://cdn.sofifa.net/teams/22/60.png,,https://cdn.sofifa.net/flags/de.png,Defender
513,227903,https://sofifa.com/player/227903/maximiliano-romero/220002,Maximiliano Samuel Romero,ST,70,22,179,72,PSV,20.0,Argentina,77.0,71.0,49.0,64.0,31.0,71.0,79,15,10,16,14,14,,https://cdn.sofifa.net/players/227/903/22_120.png,https://cdn.sofifa.net/teams/247/60.png,,https://cdn.sofifa.net/flags/ar.png,Forward
514,227890,https://sofifa.com/player/227890/nuno-miguel-gomes-dos-santos/220002,Nuno Miguel Gomes dos Santos,"LW, RW",78,26,176,73,Sporting CP,11.0,Portugal,81.0,75.0,75.0,80.0,43.0,67.0,83,14,7,8,9,15,,https://cdn.sofifa.net/players/227/890/22_120.png,https://cdn.sofifa.net/teams/237/60.png,,https://cdn.sofifa.net/flags/pt.png,Forward
515,227813,https://sofifa.com/player/227813/oleksandr-zinchenko/220002,Oleksandr Zinchenko,"LB, CDM",80,24,175,64,Manchester City,11.0,Ukraine,73.0,65.0,80.0,80.0,77.0,69.0,77,15,11,13,11,11,,https://cdn.sofifa.net/players/227/813/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png,Defender
516,227796,https://sofifa.com/player/227796/christian-pulisic/220002,Christian Mate Pulisic,"LW, RW, LM",82,22,177,69,Chelsea,10.0,United States,89.0,70.0,73.0,86.0,37.0,59.0,77,8,12,13,16,14,,https://cdn.sofifa.net/players/227/796/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/teams/1387/60.png,https://cdn.sofifa.net/flags/us.png,Midfielder
517,227558,https://sofifa.com/player/227558/jordan-siebatcheu/220002,Theoson-Jordan Siebatcheu Pefok,ST,72,25,190,87,BSC Young Boys,17.0,United States,66.0,71.0,59.0,70.0,29.0,74.0,72,14,10,12,14,6,,https://cdn.sofifa.net/players/227/558/22_120.png,https://cdn.sofifa.net/teams/900/60.png,,https://cdn.sofifa.net/flags/us.png,Forward
518,227535,https://sofifa.com/player/227535/rodrigo-bentancur/220002,Rodrigo Bentancur Colmán,CM,78,24,187,78,Juventus,30.0,Uruguay,73.0,62.0,79.0,80.0,75.0,76.0,69,8,7,14,14,12,,https://cdn.sofifa.net/players/227/535/22_120.png,https://cdn.sofifa.net/teams/45/60.png,,https://cdn.sofifa.net/flags/uy.png,Midfielder
519,227290,https://sofifa.com/player/227290/marko-dmitrovic/220002,Marko Dmitrović,GK,80,29,194,94,Sevilla FC,1.0,Serbia,,,,,,,59,77,79,78,80,81,37.0,https://cdn.sofifa.net/players/227/290/22_120.png,https://cdn.sofifa.net/teams/481/60.png,,https://cdn.sofifa.net/flags/rs.png,Goalkeeper
520,227055,https://sofifa.com/player/227055/gelson-dany-batalha-martins/220002,Gelson Dany Batalha Martins,"RM, LM, RW",78,26,173,74,AS Monaco,7.0,Portugal,93.0,71.0,70.0,83.0,51.0,61.0,77,12,9,7,6,9,,https://cdn.sofifa.net/players/227/055/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/pt.png,Midfielder
521,226851,https://sofifa.com/player/226851/benjamin-pavard/220002,Benjamin Pavard,"RB, CB",79,25,186,81,FC Bayern München,5.0,France,69.0,53.0,72.0,71.0,78.0,76.0,71,9,7,15,7,15,,https://cdn.sofifa.net/players/226/851/22_120.png,https://cdn.sofifa.net/teams/21/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
522,226754,https://sofifa.com/player/226754/ismael-bennacer/220002,Ismaël Bennacer,"CM, CDM",80,23,175,70,AC Milan,4.0,Algeria,73.0,67.0,80.0,84.0,73.0,73.0,74,9,12,10,16,15,,https://cdn.sofifa.net/players/226/754/22_120.png,https://cdn.sofifa.net/teams/47/60.png,,https://cdn.sofifa.net/flags/dz.png,Midfielder
523,226627,https://sofifa.com/player/226627/takumi-minamino/220002,南野 拓実,"RW, ST, LM",75,26,174,67,Liverpool,18.0,Japan,79.0,73.0,69.0,81.0,36.0,63.0,71,9,12,8,15,14,,https://cdn.sofifa.net/players/226/627/22_120.png,https://cdn.sofifa.net/teams/9/60.png,,https://cdn.sofifa.net/flags/jp.png,Midfielder
524,226523,https://sofifa.com/player/226523/franz-brorsson/220002,Franz Brorsson,CB,67,25,187,83,Malmö FF,31.0,Sweden,67.0,30.0,48.0,53.0,64.0,78.0,47,8,9,14,14,9,,https://cdn.sofifa.net/players/226/523/22_120.png,https://cdn.sofifa.net/teams/320/60.png,,https://cdn.sofifa.net/flags/se.png,Defender
525,226268,https://sofifa.com/player/226268/federico-dimarco/220002,Federico Dimarco,"LWB, LB, CB",76,23,175,75,Inter,32.0,Italy,75.0,61.0,75.0,74.0,70.0,62.0,65,9,8,12,7,7,,https://cdn.sofifa.net/players/226/268/22_120.png,https://cdn.sofifa.net/teams/44/60.png,,https://cdn.sofifa.net/flags/it.png,Defender
526,226229,https://sofifa.com/player/226229/thilo-kehrer/220002,Jan Thilo Kehrer,"CB, RB",76,24,186,76,Paris Saint-Germain,24.0,Germany,68.0,44.0,65.0,66.0,77.0,78.0,65,9,9,14,10,12,,https://cdn.sofifa.net/players/226/229/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png,Defender
527,226166,https://sofifa.com/player/226166/nordi-mukiele/220002,Nordi Mukiele Mulere,"RWB, CB, RM",81,23,187,84,RB Leipzig,22.0,France,80.0,49.0,69.0,73.0,82.0,80.0,67,10,7,14,11,15,,https://cdn.sofifa.net/players/226/166/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
528,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente Moreno,"CM, RM, ST",86,26,184,74,Atlético de Madrid,14.0,Spain,88.0,80.0,81.0,82.0,78.0,82.0,84,13,6,6,11,15,,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png,Midfielder
529,226085,https://sofifa.com/player/226085/leonardo-cesar-jardim/220002,Leonardo César Jardim,GK,74,26,188,82,LOSC Lille,30.0,Brazil,,,,,,,51,76,72,68,69,75,41.0,https://cdn.sofifa.net/players/226/085/22_120.png,https://cdn.sofifa.net/teams/65/60.png,,https://cdn.sofifa.net/flags/br.png,Goalkeeper
530,225997,https://sofifa.com/player/225997/benjamin-verbic/220002,Benjamin Verbič,LM,77,27,179,70,Dynamo Kyiv,7.0,Slovenia,82.0,72.0,72.0,79.0,45.0,71.0,73,15,11,13,6,12,,https://cdn.sofifa.net/players/225/997/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,,https://cdn.sofifa.net/flags/si.png,Midfielder
531,225948,https://sofifa.com/player/225948/rasmus-lauritsen/220002,Rasmus Lauritsen,CB,73,25,189,78,Dinamo Zagreb,6.0,Denmark,61.0,41.0,58.0,54.0,74.0,76.0,45,15,10,12,11,14,,https://cdn.sofifa.net/players/225/948/22_120.png,https://cdn.sofifa.net/teams/211/60.png,,https://cdn.sofifa.net/flags/dk.png,Defender
532,225863,https://sofifa.com/player/225863/olivier-boscagli/220002,Olivier Maxime Boscagli,"CB, LB, CDM",76,23,181,68,PSV,18.0,France,74.0,33.0,73.0,74.0,77.0,74.0,39,8,7,14,8,12,,https://cdn.sofifa.net/players/225/863/22_120.png,https://cdn.sofifa.net/teams/247/60.png,,https://cdn.sofifa.net/flags/fr.png,Defender
533,225850,https://sofifa.com/player/225850/presnel-kimpembe/220002,Presnel Kimpembe,CB,83,25,189,80,Paris Saint-Germain,3.0,France,81.0,42.0,68.0,70.0,83.0,86.0,70,7,8,14,15,9,,https://cdn.sofifa.net/players/225/850/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png,Defender
534,225711,https://sofifa.com/player/225711/abdou-diallo/220002,Abdou Diallo,"CB, LB",78,25,187,79,Paris Saint-Germain,22.0,Senegal,74.0,39.0,71.0,76.0,78.0,77.0,51,12,7,7,7,8,,https://cdn.sofifa.net/players/225/711/22_120.png,https://cdn.sofifa.net/teams/73/60.png,,https://cdn.sofifa.net/flags/sn.png,Defender
535,225663,https://sofifa.com/player/225663/alexandr-golovin/220002,Aleksandr Golovin,"CM, CAM, CF",79,25,180,69,AS Monaco,17.0,Russia,81.0,72.0,79.0,83.0,67.0,69.0,78,12,14,14,10,16,,https://cdn.sofifa.net/players/225/663/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/teams/1357/60.png,https://cdn.sofifa.net/flags/ru.png,Midfielder
536,225508,https://sofifa.com/player/225508/eric-bailly/220002,Eric Bertrand Bailly,CB,79,27,186,77,Manchester United,3.0,Côte d'Ivoire,73.0,42.0,58.0,67.0,79.0,77.0,55,14,14,10,9,8,,https://cdn.sofifa.net/players/225/508/22_120.png,https://cdn.sofifa.net/teams/11/60.png,,https://cdn.sofifa.net/flags/ci.png,Defender
537,225375,https://sofifa.com/player/225375/konrad-laimer/220002,Konrad Laimer,"CDM, CM, RB",81,24,180,72,RB Leipzig,27.0,Austria,81.0,68.0,77.0,78.0,80.0,77.0,72,9,12,12,13,12,,https://cdn.sofifa.net/players/225/375/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png,Defender
538,225316,https://sofifa.com/player/225316/jack-hendry/220002,Jack Hendry,CB,69,26,194,88,Club Brugge KV,5.0,Scotland,70.0,59.0,52.0,62.0,67.0,78.0,77,13,11,13,8,13,,https://cdn.sofifa.net/players/225/316/22_120.png,https://cdn.sofifa.net/teams/231/60.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png,Defender
539,225161,https://sofifa.com/player/225161/jesus-vallejo-lazaro/220002,Jesús Vallejo Lázaro,CB,75,24,184,79,Real Madrid CF,5.0,Spain,68.0,42.0,57.0,64.0,76.0,68.0,49,10,13,15,13,6,,https://cdn.sofifa.net/players/225/161/22_120.png,https://cdn.sofifa.net/teams/243/60.png,,https://cdn.sofifa.net/flags/es.png,Defender
540,225100,https://sofifa.com/player/225100/joe-gomez/220002,Joe Gomez,CB,82,24,188,77,Liverpool,12.0,England,81.0,30.0,66.0,69.0,83.0,78.0,41,8,13,14,7,7,,https://cdn.sofifa.net/players/225/100/22_120.png,https://cdn.sofifa.net/teams/9/60.png,,https://cdn.sofifa.net/flags/gb-eng.png,Defender
541,225085,https://sofifa.com/player/225085/jonathan-bamba/220002,Jonathan Bamba,LM,80,25,175,70,LOSC Lille,7.0,France,89.0,75.0,74.0,81.0,39.0,69.0,78,15,14,15,8,9,,https://cdn.sofifa.net/players/225/085/22_120.png,https://cdn.sofifa.net/teams/65/60.png,,https://cdn.sofifa.net/flags/fr.png,Midfielder
542,224875,https://sofifa.com/player/224875/bonke-innocent/220002,Bonke Innocent,"CDM, CM",66,25,178,80,Malmö FF,20.0,Nigeria,76.0,43.0,54.0,66.0,60.0,83.0,47,8,11,15,6,14,,https://cdn.sofifa.net/players/224/875/22_120.png,https://cdn.sofifa.net/teams/320/60.png,,https://cdn.sofifa.net/flags/ng.png,Midfielder
543,224798,https://sofifa.com/player/224798/romain-gall/220002,Romain Gall,LM,64,26,175,63,Malmö FF,18.0,United States,81.0,64.0,57.0,67.0,39.0,45.0,71,13,10,12,9,10,,https://cdn.sofifa.net/players/224/798/22_120.png,https://cdn.sofifa.net/teams/320/60.png,,https://cdn.sofifa.net/flags/us.png,Midfielder
544,224490,https://sofifa.com/player/224490/zeki-celik/220002,Mehmet Zeki Çelik,RB,79,24,180,78,LOSC Lille,2.0,Turkey,79.0,58.0,71.0,72.0,75.0,79.0,63,13,14,9,10,7,,https://cdn.sofifa.net/players/224/490/22_120.png,https://cdn.sofifa.net/teams/65/60.png,,https://cdn.sofifa.net/flags/tr.png,Defender
545,224458,https://sofifa.com/player/224458/diogo-jose-teixeira-da-silva/220002,Diogo José Teixeira da Silva,"LW, ST",82,24,178,73,Liverpool,20.0,Portugal,84.0,81.0,73.0,85.0,57.0,77.0,84,7,12,15,9,11,,https://cdn.sofifa.net/players/224/458/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png,Forward
546,224426,https://sofifa.com/player/224426/nicolas-burgy/220002,Nicolas Sandro Bürgy,CB,63,25,185,75,BSC Young Boys,14.0,Switzerland,48.0,29.0,43.0,47.0,64.0,65.0,39,10,7,9,15,11,,https://cdn.sofifa.net/players/224/426/22_120.png,https://cdn.sofifa.net/teams/900/60.png,,https://cdn.sofifa.net/flags/ch.png,Defender
547,224425,https://sofifa.com/player/224425/marius-wolf/220002,Marius Wolf,"RM, RB, RWB",75,26,188,81,Borussia Dortmund,39.0,Germany,84.0,70.0,70.0,75.0,67.0,76.0,75,12,15,7,16,8,,https://cdn.sofifa.net/players/224/425/22_120.png,https://cdn.sofifa.net/teams/22/60.png,,https://cdn.sofifa.net/flags/de.png,Defender
548,224334,https://sofifa.com/player/224334/marcos-acuna/220002,Marcos Javier Acuña,"LB, LM",84,29,172,69,Sevilla FC,19.0,Argentina,76.0,74.0,82.0,87.0,79.0,82.0,82,8,14,13,13,14,,https://cdn.sofifa.net/players/224/334/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png,Defender
549,224309,https://sofifa.com/player/224309/joan-jordan-moreno/220002,Joan Jordán Moreno,"CM, CDM",80,26,183,74,Sevilla FC,8.0,Spain,63.0,75.0,81.0,77.0,67.0,76.0,80,13,12,13,12,9,,https://cdn.sofifa.net/players/224/309/22_120.png,https://cdn.sofifa.net/teams/481/60.png,,https://cdn.sofifa.net/flags/es.png,Midfielder
550,224232,https://sofifa.com/player/224232/nicolo-barella/220002,Nicolò Barella,CM,84,24,172,68,Inter,23.0,Italy,78.0,71.0,79.0,86.0,75.0,78.0,69,11,5,13,14,11,,https://cdn.sofifa.net/players/224/232/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png,Midfielder
551,223885,https://sofifa.com/player/223885/alexander-nubel/220002,Alexander Nübel,GK,75,24,193,88,AS Monaco,16.0,Germany,,,,,,,53,75,65,71,76,85,48.0,https://cdn.sofifa.net/players/223/885/22_120.png,https://cdn.sofifa.net/teams/69/60.png,,https://cdn.sofifa.net/flags/de.png,Goalkeeper
552,223697,https://sofifa.com/player/223697/robin-gosens/220002,Robin Everardus Gosens,"LWB, LB, LM",83,26,183,76,Atalanta,8.0,Germany,82.0,75.0,74.0,79.0,77.0,81.0,76,7,16,15,16,10,,https://cdn.sofifa.net/players/223/697/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png,Defender
